"PHU","PHU_fr","accessible","active","additional_information","additional_information_fr","address","address_fr","after_hours","age_threshold","appointments","asl_interpretation","children_under_2","city","drive_through","email","first_nations","free_parking","french_language_services","friday","general_population","holiday_hours","location_id","latitude","location_name","location_name_fr","longitude","monday","operated_by","operated_by_fr","paid_parking","pharmacy","phone","phu_id","postal_code","province","public_transit","region","region_fr","saturday","sunday","symptomatic","temporarily_closed","thursday","tuesday","walk_ins","website","wednesday","weeks_pregnant"
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1127 Markham Road","1127 Markham Road",,"5y","Yes",,,"Scarborough",,,,,,"9:00 - 21:00",,,"288","43.775468","1127 Markham Road - Rexall",,"-79.230478","9:00 - 21:00","Rexall",,,"Yes","888-412-2622",,"M1H 2Y5","ON",,"Toronto","Toronto","9:00 - 20:00","9:00 - 18:00",,,"9:00 - 21:00","9:00 - 21:00","No","http://www.rexall.ca","9:00 - 21:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1115 Wilson Avenue","1115, avenue Wilson",,"5y","Yes",,,"Toronto",,,,,,"9:00 - 21:00",,,"289","43.725722","1115 Wilson Avenue - Rexall",,"-79.48354","9:00 - 21:00","Rexall",,,"Yes","888-412-2622",,"M3M 1H2","ON",,"Toronto","Toronto","9:00 - 18:00","9:00 - 18:00",,,"9:00 - 21:00","9:00 - 21:00","No","http://www.rexall.ca","9:00 - 21:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes",,,"240 Sparks St.","240, rue Sparks",,"5y","Yes",,,"Ottawa",,,,,,"8:00 - 16:00",,,"290","45.420237","240 Sparks Street - Rexall",,"-75.703091","8:00 - 16:00","Rexall",,,"Yes","888-412-2622",,"K1P 6C9","ON",,"East","Est",,,,,"8:00 - 16:00","8:00 - 16:00","No","http://www.rexall.ca","8:00 - 16:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"6045 Creditview Road, Unit F001","6045 Creditview Road, unité F001",,"5y","Yes",,,"Mississauga",,,,,,"9:00 - 22:00",,,"291","43.600265","6045 Creditview Road - Rexall",,"-79.709934","9:00 - 22:00","Rexall",,,"Yes","888-412-2622",,"L5V 2A8","ON",,"Central","Centre","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","http://www.rexall.ca","9:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes",,,"1620 Scott St., Unit 29","1620, rue Scott, unité 29",,"5y","Yes",,,"Ottawa",,,,,,"8:00 - 18:00",,,"292","45.403362","1620 Scott Street, Unit 29 - Rexall",,"-75.733829","8:00 - 18:00","Rexall",,,"Yes","888-412-2622",,"K1Y 4S7","ON",,"East","Est",,,,,"8:00 - 18:00","8:00 - 18:00","No","http://www.rexall.ca","8:00 - 18:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"4890 Dundas St. West","4890, rue Dundas Ouest",,"5y","Yes",,,"Etobicoke",,,,,,"9:00 - 21:00",,,"293","43.649475","4890 Dundas Street West - Rexall",,"-79.528555","9:00 - 21:00","Rexall",,,"Yes","888-412-2622",,"M9A 1B5","ON",,"Central","Centre","9:00 - 18:00","9:00 - 18:00",,,"9:00 - 21:00","9:00 - 21:00","No","http://www.rexall.ca","9:00 - 21:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"3100 Dixie Road","3100 Dixie Road",,"5y","Yes",,,"Mississauga",,,,,,"9:00 - 22:00",,,"294","43.608813","3100 Dixie Road - Rexall",,"-79.585251","9:00 - 22:00","Rexall",,,"Yes","888-412-2622",,"L4Y 2A0","ON",,"Central","Centre","9:00 - 22:00","10:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","http://www.rexall.ca","9:00 - 22:00",
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"5779 Main St. Unit 101","5779, rue Main, unité 101",,"5y","Yes",,,"Stouffville",,,,,,"9:00 - 21:00",,,"295","43.966886","5779 Main Street Unit 101 - Rexall",,"-79.263175","9:00 - 21:00","Rexall",,,"Yes","888-412-2622",,"L4A 4R2","ON",,"Central","Centre","9:00 - 21:00","10:00 - 18:00",,,"9:00 - 21:00","9:00 - 21:00","No","http://www.rexall.ca","9:00 - 21:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes",,,"350 Cresthaven Drive","350 Cresthaven Drive",,"5y","Yes",,,"Nepean",,,,,,"9:00 - 22:00",,,"296","45.273914","350 Cresthaven Drive - Rexall",,"-75.708782","9:00 - 22:00","Rexall",,,"Yes","888-412-2622",,"K2G 4S4","ON",,"East","Est","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","http://www.rexall.ca","9:00 - 22:00",
"Middlesex-London Health Unit","Bureau de santé de Middlesex-London",,"Yes",,,"279 Wharncliffe Road North","279 Wharncliffe Road Nord",,,"Yes",,,"London",,,,,,"8:30 - 17:30",,,"297","42.993235","The Medicine Shoppe Pharmacy",,"-81.264552","8:30 - 18:00","Retail Banner Group",,,"Yes","519-434-4774",,"N6H 2C2","ON",,"West","Ouest","10:00 - 14:00","10:00 - 14:00",,,"8:30 - 18:00","8:30 - 18:00","No","https://www.medicineshoppe.ca/en/ontario/london/the-medicine-shoppe-pharmacy-190-7016244","8:30 - 18:00",
"Haldimand-Norfolk Health Unit","Bureau de santé de Haldimand-Norfolk",,"Yes",,,"55 Argyle St. North","55, rue Argyle Nord",,,"Yes",,,"Caledonia",,,,,,"9:00 - 17:30",,,"298","43.074612","The Medicine Shoppe Pharmacy",,"-79.951863","9:00 - 19:30","Retail Banner Group",,,"Yes","905-765-3332",,"N3W 1B8","ON",,"West","Ouest","9:00 - 13:00"," ",,,"9:00 - 17:30","9:00 - 17:30","No","https://www.medicineshoppe.ca/en/ontario/caledonia/the-medicine-shoppe-pharmacy-210-7003593","9:00 - 17:30",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes",,,"381 Kent St.","381, rue Kent",,,"Yes",,,"Ottawa",,,,,,"9:00 - 18:00",,,"299","45.412714","The Medicine Shoppe Pharmacy",,"-75.696838","9:00 - 18:00","Retail Banner Group",,,"Yes","613-232-4337",,"K2P 2A8","ON",,"East","Est","10:00 - 15:00"," ",,,"9:00 - 18:00","9:00 - 18:00","No","https://www.medicineshoppe.ca/en/ontario/ottawa/the-medicine-shoppe-pharmacy-271-7021282","9:00 - 18:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"7-2 Kennedy Road South","7-2 Kennedy Road Sud",,"5y","Yes",,,"Brampton",,,,,,"9:00 - 21:00",,,"300","43.695688","Kennedy Medical Plex Pharmacy IDA",,"-79.748271","9:00 - 21:00","Retail Banner Group",,,"Yes","905-455-2929",,"L6W 2W1","ON",,"Central","Centre","9:00 - 17:00","9:00 - 17:00",,,"9:00 - 21:00","9:00 - 21:00","No","https://www.guardian-ida-pharmacies.ca/en/ontario/brampton/kennedy-medical-plex-pharmacy-ida-7027581","9:00 - 21:00",
"Middlesex-London Health Unit","Bureau de santé de Middlesex-London",,"Yes",,,"1807 Wonderland Road North","1807 Wonderland Road Nord",,"5y","Yes",,,"London",,,,,,"9:00 - 21:00",,,"301","43.02066","London Medical Plex Pharmacy",,"-81.312416","9:00 - 21:00","Retail Banner Group",,,"Yes","519-473-4848",,"N6G 5C2","ON",,"West","Ouest","9:00 - 17:00","9:00 - 17:00",,,"9:00 - 21:00","9:00 - 21:00","No","https://www.guardian-ida-pharmacies.ca/en/ontario/london/london-medical-plex-pharmacy-7027570","9:00 - 21:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"7-9525 Mississauga Road","7-9525 Mississauga Road",,"5y","Yes",,,"Brampton",,,,,,"9:00 - 19:00",,,"302","43.658365","Credit Ridge Remedy’s Rx Pharmacy",,"-79.816897","9:00 - 20:00","Retail Banner Group",,,"Yes","905-451-4888",,"L6X 0Z8","ON",,"Central","Centre","9:30 - 16:00"," ",,,"9:00 - 20:00","9:00 - 20:00","No","http://www.bramptonpharmacist.ca","9:00 - 20:00",
"Middlesex-London Health Unit","Bureau de santé de Middlesex-London",,"Yes",,,"355 Wellington St. Unit 169","355, rue Wellington, unité 169",,"5y","Yes",,,"London",,,,,,"9:00 - 17:30 ",,,"303","42.984022","Medpoint Care Pharmacy",,"-81.245606","9:00 - 17:30 ","Retail Banner Group",,,"Yes","519-434-1111",,"N6A 3N7 ","ON",,"West","Ouest","10:00 - 14:00",,,,"9:00 - 17:30 ","9:00 - 17:30 ","No","https://www.guardian-ida-pharmacies.ca/en/ontario/london/medpoint-care-pharmacy-7015702 ","9:00 - 17:30 ",
"Kingston, Frontenac and Lennox & Addington Health Unit","Bureau de santé de Kingston",,"Yes",,,"200 Speers Blvd","200, boulevard Speers",,,"Yes",,,"Amherstview",,,,,,"9:00 - 17:00",,,"304","44.224098","Loyalist Pharmacy - Pharmasave",,"-76.663118","9:00 - 17:00","Independent",,,"Yes","613-507-5800",,"K7N 1Y7","ON",,"East","Est",,,,,"9:00 - 17:00","9:00 - 17:00","No","https://loyalist.medmeapp.com/","9:00 - 17:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"844 Bathurst St.","844, rue Bathurst",,"1y","Yes",,,"Toronto",,,,,,"9:00 - 18:00",,,"305","43.666256","844 Bathurst St. - Metro Drugs",,"-79.412098","9:00 - 19:00","Independent",,,"Yes","416-537-1900",,"M5R 3G1","ON",,"Toronto","Toronto","9:00 - 14:00",,,,"9:00 - 19:00","9:00 - 19:00","No","http://www.metrodrugs.ca ","9:00 - 19:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"129 Dundas Street East","129, rue Dundas Est",,"1y","Yes",,,"Toronto",,,,,,"8:00 - 18:00",,,"306","43.656554","129 Dundas Street East - Metro Drugs",,"-79.376161","8:00 - 18:00","Independent",,,"Yes","416-363-7300",,"M5B 2N6","ON",,"Toronto","Toronto","9:00 - 16:00","9:00 - 16:00",,,"8:00 - 18:00","8:00 - 18:00","No","http://www.metrodrugs.ca ","8:00 - 18:00",
"Halton Region Health Department","Service de santé de la région d'Halton",,"Yes",,,"120 Guelph St.","120, rue Guelph",,"4y","Yes",,,"Georgetown ",,,,,,"9:30 - 17:00",,,"307","43.650737","Pharmaessence Drug Mart",,"-79.913837","9:30 - 17:00","Independent",,,"Yes","905-873-9666",,"L7G 4A4","ON",,"Central","Centre","10:00 - 14:00",,,,"9:30 - 17:00","9:30 - 17:00","No","http://www.pharmaessence.ca","9:30 - 17:00",
"Middlesex-London Health Unit","Bureau de santé de Middlesex-London",,"Yes",,,"990 Gainsborough Road","990 Gainsborough Road",,"5y","Yes",,,"London",,,,,,"8:30 - 17:30",,,"308","42.999011","TMC Pharmacy",,"-81.329217","8:30 - 18:30","Independent",,,"Yes","519-914-1162",,"N6H 5L4","ON",,"West","Ouest","10:00 - 15:00",,,,"8:30 - 18:30","8:30 - 18:30","No","http://www.tmcpharmacy.ca ","8:30 - 18:30",
"Chatham-Kent Health Unit","Bureau de santé de Chatham-Kent",,"Yes",,,"835 Queen St. South","835, rue Queen Sud",,"2y","Yes",,,"Chatham",,,,,,"8:00 - 18:00",,,"309","42.388545","Chatham Family Pharmacy",,"-82.165669","8:00 - 18:00","Independent",,,"Yes","519-397-2324",,"N7M 2K5","ON",,"West","Ouest","9:00 - 13:00",,,,"8:00 - 18:00","8:00 - 18:00","No","http://www.chathamfamilypharmacy.ca ","8:00 - 18:00",
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"7 Eastvale Drive","7 Eastvale Drive",,"6y","Yes",,,"Markham",,,,,,"9:30 - 14:00",,,"310","43.838376","Pharmore Pharmacy",,"-79.244699","9:30 - 17:00","Independent",,,"Yes","905-294-1100",,"L3S 4N8","ON",,"Central","Centre","10:00 - 14:00",,,,"9:30 - 17:00","9:30 - 17:00","No","http://www.pharmorepharmacy.ca","9:30 - 17:00",
"Niagara Region Public Health Department","Service de santé publique régionale de Niagara",,"Yes",,,"1882 Niagara Stone Road","1882 Niagara Stone Road",,,"Yes",,,"Niagara-on-the-Lake",,,,,,"9:00 - 18:00",,,"311","43.235823","Simpson's Pharmasave - Pharmasave",,"-79.105364","9:00 - 18:00","Independent",,,"Yes","905-468-2121",,"L0S 1T0","ON",,"West","Ouest","9:00 - 17:00",,,,"9:00 - 18:00","9:00 - 18:00","No","https://simpsonspharmacy.ca/ ","9:00 - 18:00",
"Region of Waterloo, Public Health","Bureau de santé publique de la région de Waterloo",,"Yes",,,"493 Lancaster St. West","493, rue Lancaster Ouest",,,"Yes",,,"Kitchener",,,,,,"9:00 - 18:00",,,"312","43.475642","Lancaster Wellness Pharmacy (Guardian)",,"-80.4849","9:00 - 18:00","Independent",,,"Yes","519-745-4444",,"N2K 1L8","ON",,"West","Ouest","9:00 - 14:00",,,,"9:00 - 18:00","9:00 - 18:00","No","http://www.lancasterwellnesspharmacy.com ","9:00 - 18:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"572 Parliament St.","572, rue Parliament",,"5y","Yes",,,"Toronto",,,,,,"9:00 - 17:30",,,"313","43.667561","Dale's Pharmacy Parliament",,"-79.369468","9:00 - 17:30","Independent",,,"Yes","416-921-5700",,"M4X 1P8","ON",,"Toronto","Toronto",,,,,"9:00 - 17:30","9:00 - 17:30","No","http://www.dalespharmacy.ca ","9:00 - 17:30",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1275 Finch Avenue West ","1275, avenue Finch Ouest",,"5y","Yes",,,"Toronto",,,,,,"9:00 - 17:00",,,"314","43.763935","Keele and Finch Pharmacy - Pharmasave",,"-79.487526","9:00 - 17:00","Independent",,,"Yes","647-349-2273",,"M3J 2G5","ON",,"Toronto","Toronto","9:00 - 15:00",,,,"9:00 - 17:00","9:00 - 17:00","No","https://pharmasave.com/store/pharmasave-university-heights-pharmacy/ ","9:00 - 17:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"3018 Winston Churchill Blvd","3018, boulevard Winston Churchill",,,"Yes",,,"Mississauga",,,,,,"10:00 - 19:00",,,"315","43.522813","Winston Churchill and Dundas Pharmacy",,"-79.682616","10:00 - 19:00","Independent",,,"Yes","905-828-4100",,"L5L 2V7","ON",,"Central","Centre",,,,,"12:00 - 17:00","10:00 - 19:00","No",,"10:00 - 19:00",
"Southwestern Public Health","Bureau de santé publique du Sud-Ouest",,"Yes",,,"95 Huron St.","95, rue Huron",,,"Yes",,,"Woodstock",,,,,,"9:00 - 19:00",,,"316","43.1348","Huron Street Dispensary - Pharmasave",,"-80.748462","9:00 - 19:00","Independent",,,"Yes","519-539-2888",,"N4S 6Z5","ON",,"West","Ouest","9:00 - 17:00","10:00 - 14:00",,,"9:00 - 19:00","9:00 - 19:00","No","https://pharmasave.com/store/pharmasave-huron-street/ ","9:00 - 19:00",
"Hamilton Public Health Services","Services de santé publique d'Hamilton",,"Yes",,,"1010 Upper Wentworth St., Unit 1A","1010, rue Upper Wentworth, unité 1A",,"5y","Yes",,,"Hamilton",,,,,,"9:00 - 17:00",,,"317","43.216969","Hauser's Pharmacy",,"-79.865515","9:00 - 17:00","Independent",,,"Yes","905-381-4420",,"L9A 4V9","ON",,"West","Ouest","9:00 - 13:00",,,,"9:00 - 17:00","9:00 - 17:00","No","http://www.hauserspharmacy.com ","9:00 - 17:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"608 Sherbourne St.","608, rue Shebourne",,,"Yes",,,"Toronto",,,,,,"9:30 - 18:00",,,"318","43.672023","Bloor-Sherbourne Pharmacy",,"-79.377024","9:30 - 19:00","Independent",,,"Yes","416-944-1122",,"M4X 1X6","ON",,"Toronto","Toronto","10:00 - 14:00"," ",,,"9:30 - 18:00","9:30 - 19:00","No",,"9:30 - 19:00",
"Ottawa Public Health",,,"Yes","The COVID-19 Care Clinics are out-of-hospital clinics where people will be assessed by a healthcare provider, tested, and treated for respiratory illness, if required. The clinics are run by local hospitals in partnership with the City of Ottawa, primary care physicians, community pediatricians, the regional COVID-19 planning team and Ottawa Public Health. They are equipped to do basic diagnostic tests, such as chest X-rays and lab tests.   The Care Clinic will help people get treatment they require for respiratory illness, while helping keep Emergency Departments available for other emergencies.

You should come to the COVID-19 Care Clinics if:
You have escalating symptoms of respiratory illness, including a fever or worsening cough and flu-like symptoms, and are in need of medical attention.  For general information, please call 613-580-2400 or 1-866-261-9799",,"1585 Tenth Line Rd",,,,"Yes",,,"Orleans ","No",,,,,"8:00-18:00",,,"319","45.472165","COVID-19 Care and Testing Centre –  Ray Friel",,"-75.491907","8:00-18:00","Hopital Montfort",,,,"613-288-5353",,"K1E 3E8","ON",,"East","Est","8:00-18:00","8:00-18:00","Yes",,"8:00-18:00","8:00-18:00","No","https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex","8:00-18:00",
"Simcoe Muskoka District Health Unit","Bureau de santé publique du district de Simcoe-Muskoka",,"Yes",,,"2 Marsellus Drive ","2 Marsellus Drive ",,"5y","Yes",,,"Barrie",,,,,,"9:00 - 19:00",,,"319","44.338735","Marsellus Pharmacy - Pharmasave",,"-79.720795","9:00 - 19:00","Independent",,,"Yes","249-880-4606",,"L4N 0Y4","ON",,"Central","Centre","10:00 - 16:00",,,,"9:00 - 19:00","9:00 - 19:00","No","https://pharmasave.com/barrie-marsellus-drive/prescriptions/ ","9:00 - 19:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1333 Sheppard Ave. East ","1333, avenue Sheppard Est",,"6y","Yes",,,"Toronto",,,,,,"9:00 - 17:00",,,"320","43.771467","Main Drug Mart",,"-79.361094","9:00 - 18:00","Independent",,,"Yes","647-400-2588",,"M2J 1V1","ON",,"Toronto","Toronto","11:00 - 14:00",,,,"9:00 - 17:00","9:00 - 17:00","No","http://www.maindrugmartcompounding.com ","9:00 - 18:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"799 Milner Ave.","799 av Milner",,,"Yes",,,"Scarborough",,,,,,"7:00 - 23:00",,,"321","43.7976385","799 Milner Ave - Walmart",,"-79.201758","7:00 - 23:00","Walmart",,,"Yes","416-281-4643",,"M1B 3C3","ON",,"Toronto","Toronto","7:00 - 23:00","7:00 - 23:00",,,"7:00 - 23:00","7:00 - 23:00","No","http://www.walmart.ca/en/stores-near-me/morningside-scarborough-supercentre-3111","7:00 - 23:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes",,,"326 Bank St.","326, rue Bank",,"5y","Yes",,,"Ottawa",,,,,,"6:00 - 18:00",,,"322","45.4142394","Centretown Pharmacy",,"-75.695632","6:00 - 18:00","Independent",,,"Yes","613-422-2900",,"K2P 1Y1","ON",,"East","Est","8:00 - 16:00","8:00 - 16:00",,,"6:00 - 18:00","6:00 - 18:00","No","http://www.facebook.com/centretownpharmacy/","6:00 - 18:00",
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"100 Steeles Ave. West","100, rue Steeles Ouest",,"5y","Yes",,,"Thornhill",,,,,,"9:00 - 16:00",,,"323","43.7979124","MediOne Rx",,"-79.425512","9:00 - 20:00","Independent",,,"Yes","289-807-0570",,"L4J 7Y1","ON",,"Central","Centre","10:00 - 16:00","10:00 - 16:00",,,"9:00 - 20:00","9:00 - 20:00","No","http://www.medionerx.com","9:00 - 20:00",
"Windsor-Essex County Health Unit","Bureau de santé du comtè de Windsor-Essex",,"Yes",,,"186 Talbot St. South","186, rue Talbot Sud",,"5y","Yes",,,"Essex",,,,,,"9:00 - 18:00",,,"324","42.1685043","Brady's Drug Store",,"-82.814964","9:00 - 20:00","Independent",,,"Yes","519-961-9610",,"N8M 1B6","ON",,"West","Ouest","9:00 - 13:00","9:00 - 13:00",,,"9:00 - 18:00","9:00 - 18:00","No","http://www.bradysdrugstore.com","9:00 - 18:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"6400 Millcreek Drive","6400 Millcreek Drive",,,"Yes",,,"Mississauga ",,,,,,"9:00 - 17:00",,,"325","43.5887472","Erin Creek Pharmasave",,"-79.740333","9:00 - 18:00","Independent",,,"Yes","905-858-6844",,"L5N 3E7 ","ON",,"Central","Centre","9:00 - 16:00",,,,"9:00 - 18:00","9:00 - 18:00","No","http://www.erincreekpharmacy.com","9:00 - 18:00",
"Durham Region Health Department",,,"Yes",,,"589 Water Street",,,,"Yes",,,"Whitby","No",,,,,"09:00-17:00",,,"326","43.850009","Heydenshore Pavilion COVID-19 Assessment Centre ",,"-78.921170","09:00-17:00","Lakeridge Health","Lakeridge Health",,,,,"L1N 9V9","ON",,"East","Est","09:00-17:00",,"Yes",,"09:00-17:00","09:00-17:00","No","http://durhamcovidswab.lh.ca/","09:00-17:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1901 Weston Road","1901 Weston Road",,"5y","Yes",,,"Toronto",,,,,,"9:00 - 19:00",,,"326","43.7004056","Eagle Manor Pharmacy - Pharmasave",,"-79.51651","9:00 - 19:00","Independent",,,"Yes","416-241-1115",,"M9N 3P5","ON",,"Toronto","Toronto","9:00 - 18:00",,,,"9:00 - 19:00","9:00 - 19:00","No","https://pharmasave.com/store/pharmasave-eagle-manor/","9:00 - 19:00",
"Eastern Ontario Health Unit","Bureau de santé de l'est de l'Ontario",,"Yes",,,"43 Long Sault Drive","43 Long Sault Drive",,"2y","Yes",,,"Long Sault",,,,,,"9:30 - 20:00",,,"327","45.0291622","Long Sault Pharmacy - Pharmasave",,"-74.894363","9:30 - 18:00","Independent",,,"Yes","613-534-3777",,"K0C 1P0","ON",,"East","Est","10:00 - 17:00","10:00 - 17:00",,,"9:30 - 18:00","9:30 - 18:00","No","http://www.southstormontpharmacies.com","9:30 - 18:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"8990 Chinguacousy Road, Unit B19","8990 Chinguacousy Road, Unit B19",,"5y","Yes",,,"Brampton",,,,,,"9:00 - 21:00",,,"328","43.664775","Cornerstone Pharmacy",,"-79.781446","9:00 - 21:00","Independent",,,"Yes","905-450-6500",,"L6Y 5X6","ON",,"Central","Centre","9:00 - 18:00","9:00 - 18:00",,,"9:00 - 21:00","9:00- 21:00","No","http://www.cornerstonepharmacy.ca","9:00 - 21:00",
"Haliburton, Kawartha, Pine Ridge District Health Unit","Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge",,"Yes",,,"464 Division St.","464, rue Division",,,"Yes",,,"Cobourg",,,,,,"9:00 - 20:00",,,"329","43.9658362","Pharmacy 101",,"-78.167655","9:00 - 20:00","Independent",,,"Yes","905-269-0828",,"K9A 3S2","ON",,"East","Est","9:00 - 17:00","11:00 - 16:00",,,"9:00 - 20:00","9:00 - 20:00","No","http://www.pharmacy101.ca ","9:00 - 20:00",
"Niagara Region Public Health Department","Service de santé publique régionale de Niagara",,"Yes",,,"4725 Dorchester Road","4725 Dorchester Road",,"5y","Yes",,,"Niagara Falls",,,,,,"9:00 - 19:00",,,"330","43.1054499","Morrison Pharmacy - Pharmasave",,"-79.112166","9:00 - 19:00","Independent",,,"Yes","289-296-7600",,"L2E 0A8","ON",,"West","Ouest","9:00 - 17:00","11:00 - 15:00",,,"9:00 - 19:00","9:00 - 19:00","No","https://pharmasave.com/store/pharmasave-morrison-pharmacy/ ","9:00 - 19:00",
